text,label
RT @Kavi__SE: අඩනවා නම් අඩනඉන්දු ම තමා .. ❤️😌,0
අඩනවා නම් අඩනඉන්දු ම තමා .. ❤️😌 https://t.co/lBpdl6wlno,0
@thrimal_avishka තාම අඩනවා පව්නේත 😶,0
මගේ මිතුරියකගේ බබෙක් අඩනවා ලග තියෙන චිල්රන් පාක් යමු කියල. යාලුව කියනවා මේ ගිනි මද්දහනේ ඔ්න නෑ කියල. මම ඉතින් ඒක්ක… https://t.co/nzHeMMwJuJ,0
@Dulan_Is_Here @I_am_bagiya තාම දුන්නේ නෑනේ. ගෙනත් දෙනකල් අඩනවා.😌😌😌,0
RT @nipuna__d: ඉදලා ඉදලා ටුවීටරේට ආවාම ජේනි කැඩිච්ච කුඩයක්  බදාගෙන අඩනවා 🥴 https://t.co/CVnC4EwZeZ,0
ඉදලා ඉදලා ටුවීටරේට ආවාම ජේනි කැඩිච්ච කුඩයක්  බදාගෙන අඩනවා 🥴 https://t.co/CVnC4EwZeZ,0
@indika27 ඔව් අයියේ.. දැන් එන අයනං එහෙන්මයි. පොතේ දැනුමවිතරයි. වැඩ කරන්න ගියාම බෑ...😐දැන් එනව ගොඩාක් a/lවත් කරන්නෑ… https://t.co/uM8sME3SJB,0
"@nipuna__d ගියසැරේ නම් ඕකා තෙල් පෝලිමේ හිරවෙලා හිටියා .
සමහරවිට දැන් PARTTIME අඩනවා ඇත්තේ නිකම් නරි නාවලා ඌටත් එපාවෙලා ඇති .
මේ වතාවේ මොකද ?",0
"RT @Devendara_: හිතුන නිසා..
කලින් වගේම තමයි..හෙරොයින් ඇඩික්ටඩ් වයස 28 අවුරුදු එක හමාරක බබෙක් ඉන්න තාත්තාකෙනෙක් යාලුවො නිසා හෙරොයින් වලට පු…",0
"RT @Devendara_: හිතුන නිසා..
කලින් වගේම තමයි..හෙරොයින් ඇඩික්ටඩ් වයස 28 අවුරුදු එක හමාරක බබෙක් ඉන්න තාත්තාකෙනෙක් යාලුවො නිසා හෙරොයින් වලට පු…",0
"හිතුන නිසා..
කලින් වගේම තමයි..හෙරොයින් ඇඩික්ටඩ් වයස 28 අවුරුදු එක හමාරක බබෙක් ඉන්න තාත්තාකෙනෙක් යාලුවො නිසා හෙරොයි… https://t.co/ErgTS59UbW",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
