text,label
"මට කියන්න හැමදෙයක්ම...
හිතේ තියෙනා දුක නිවෙන්න..
හදේ ගැස්ම දැනෙනා තැනක...
මං ආසයි අහන් ඉන්න. #Sajje",0
@TheToka920 එකපාරටම මයික් එක ගන්න එපා.. පොඩ්ඩක් බිපං. එතකොට දුක වැඩි උනාම අඩන්න උනත් පුලුවන් 😂,0
"RT @Pramuditha_M: ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න​
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න​
#sajje https://t.co/nz1MrlD58z",0
මිතුරු තෙමෝ දුක සැප දෙකෙහිම සිටිතී... https://t.co/NVkTud9mPD,0
"යනව නම් නුඹ ඈත දුරකට
මටත් නොකියම නොඑන්න​
දුටුවොතින් සඳවතිය අහසේ
යන තැනක තතු කියන්න​

නුඹේ මග දිග තුරුලතා වල
මල් පි… https://t.co/6CdQWDbnnq",0
"RT @Pramuditha_M: ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න​
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න​
#sajje https://t.co/nz1MrlD58z",0
"ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න​
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න​
#sajje https://t.co/nz1MrlD58z",0
@YasiruRasanga_ දුක හිතුන,0
@Mseciice දුක හිතෙන දේවල් මේ රෑට කියනවද?✋,0
@malsha_induwara දුක තමයි 😂💔,0
නෑ එක්කෝ කමක් නෑ. මෙහෙමම ඉන්නවා. නැත්නම් එයාලට දුක හිතෙයි 😕💔 https://t.co/XH1ndSRrts,0
@zcorpion_x දුක තමා Fantasy ලෝකවල් වල දේවල් රියල් ලෝකෙට ඇප්ලයි වෙන්නේ ටික දෙනාටයි බොසා.❤️,0
"බොරුවට මොකටද දුක හිතිලා
නූපන් හෙට දින ගැන හිතලා..",0
දරැ දුක.https://t.co/mhsxF9F1i9 https://t.co/6mh26k4hX0,0
@Dagaya_ @__shaaaanu මගේ දුක මමනේ දන්නේ,0
"දුක හිතුනම
අම්මලා 
ලූනු පොතු අරිනව 
හැංගිලා ….",0
