text,label
"- 2023.03.28 -
සියදිවි නසා ගැනීම පිළිබඳව වගකීම් සහිත වාර්තාකරණයක්  
සියදිවි නසා ගැනීම පිළිබඳව වගකීම් සහිත වාර්තාකරණ… https://t.co/TlIiqCuRPn",0
"ආකන්ක්ෂා දුබේ සියදිවි නසා ගනී https://t.co/r7lyuNOssn
#Srilanka #lka #vinodaya",0
"RT @KOTTANOFFICIAL: මියුසියස් එකේ ශිෂ්‍ය නායිකාවන් සහ ගුරුවරු, මොබයිල් ෆෝන් එකක් තිබ්බා කියා අනවශ්‍ය ලෙස සහ බොරුවට හිරිහැර කරලා දැරිවියක්…",0
"මියුසියස් එකේ ශිෂ්‍ය නායිකාවන් සහ ගුරුවරු, මොබයිල් ෆෝන් එකක් තිබ්බා කියා අනවශ්‍ය ලෙස සහ බොරුවට හිරිහැර කරලා දැරිවිය… https://t.co/ZMr4nnln87",0
"මෙරට සෑම පැය 4කට වරක් සියදිවි නසා ගැනීමක් #lka #Srilanka 

https://t.co/BDnGInL7LN",0
"මගෙ පින්වතුනි, ඔබට යම් කිසි මානසික පීඩාවක්, මානසිකව වැටීමක් තියනවා නම් සියදිවි නසා ගැනීමේ අදහසක නම් ඉන්න එපා. බුදුද… https://t.co/s7H3eAfOLP",0
"මගෙ පින්වතුනි, ඔබට යම් කිසි මානසික පීඩාවක්, මානසිකව වැටීමක් තියනවා නම් සියදිවි නසා ගැනීමේ අදහසක නම් ඉන්න එපා. බුදුද… https://t.co/md5V6YbO54",0
"RT @sky2109756: 🔴 දේශපාලකයෝ රටත් මහජනතාව ගැනත් සිතුවානම් ශ්‍රී ලංකාව ලෝකයටම ණය, ලෝකයෙන්ම හිගාකන දුප්පත් රටක් නොවන්නට තිබුණි.

👉ජීවන විදයම…",0
"RT @sky2109756: 🔴 දේශපාලකයෝ රටත් මහජනතාව ගැනත් සිතුවානම් ශ්‍රී ලංකාව ලෝකයටම ණය, ලෝකයෙන්ම හිගාකන දුප්පත් රටක් නොවන්නට තිබුණි.

👉ජීවන විදයම…",0
"🔴 දේශපාලකයෝ රටත් මහජනතාව ගැනත් සිතුවානම් ශ්‍රී ලංකාව ලෝකයටම ණය, ලෝකයෙන්ම හිගාකන දුප්පත් රටක් නොවන්නට තිබුණි.

👉ජීවන… https://t.co/XZRd8LSSjj",0
"දරු දෙදෙනා සමග මවක් ළිඳට පනී
වැඩි විස්තර - https://t.co/wi7HmPMXqc

තම පිරිමි දරුවන් දෙදෙනා ළිඳට දමා මවද ළිඳට පැන… https://t.co/Xi9yd8dubk",0
